EXP_GENE,RT_GENE,CORR
CR2,LOC100132891-rt,0.847300170389
CYP2S1,LOC100132891-rt,0.847300170389
DNMT3B,LOC100132891-rt,0.847300170389
DPPA4,LOC100132891-rt,0.847300170389
EPHA1,LOC100132891-rt,0.847300170389
ERVMER34-1,LOC100132891-rt,0.847300170389
FAM124B,LOC100132891-rt,0.847300170389
FAM46B,LOC100132891-rt,0.847300170389
FOXD3,LOC100132891-rt,0.847300170389
GLS2,LOC100132891-rt,0.847300170389
HHLA2,LOC100132891-rt,0.847300170389
HLA-DPB2,LOC100132891-rt,0.847300170389
HTR3A,LOC100132891-rt,0.847300170389
IDO1,LOC100132891-rt,0.847300170389
JARID2,LOC100132891-rt,0.847300170389
KCND2,LOC100132891-rt,0.847300170389
LCK,LOC100132891-rt,0.847300170389
LECT1,LOC100132891-rt,0.847300170389
POLR3G,LOC100132891-rt,0.847300170389
PPM1B,LOC100132891-rt,0.847300170389
PRDM14,LOC100132891-rt,0.847300170389
RASGRP2,LOC100132891-rt,0.847300170389
SEMG1,LOC100132891-rt,0.847300170389
SMPDL3B,LOC100132891-rt,0.847300170389
SNRPN,LOC100132891-rt,0.847300170389
UGP2,LOC100132891-rt,0.847300170389
USP44,LOC100132891-rt,0.847300170389
VASH2,LOC100132891-rt,0.847300170389
ZDHHC19,LOC100132891-rt,0.847300170389
ZNF398,LOC100132891-rt,0.847300170389
ZSCAN10,LOC100132891-rt,0.847300170389
AASS,RNF148-rt,0.875356436449
C12orf56,RNF148-rt,0.875356436449
CAPN11,RNF148-rt,0.875356436449
CHST4,RNF148-rt,0.875356436449
CPNE9,RNF148-rt,0.875356436449
CR2,RNF148-rt,0.875356436449
CYP2S1,RNF148-rt,0.875356436449
DNMT3B,RNF148-rt,0.875356436449
DPPA4,RNF148-rt,0.875356436449
EPHA1,RNF148-rt,0.875356436449
ERVMER34-1,RNF148-rt,0.875356436449
FAM124B,RNF148-rt,0.875356436449
FAM46B,RNF148-rt,0.875356436449
FOXD3,RNF148-rt,0.875356436449
GLS2,RNF148-rt,0.875356436449
HHLA2,RNF148-rt,0.875356436449
HLA-DPB2,RNF148-rt,0.875356436449
HTR3A,RNF148-rt,0.875356436449
IDO1,RNF148-rt,0.875356436449
JARID2,RNF148-rt,0.875356436449
KCND2,RNF148-rt,0.875356436449
LCK,RNF148-rt,0.875356436449
LECT1,RNF148-rt,0.875356436449
POLR3G,RNF148-rt,0.875356436449
PPM1B,RNF148-rt,0.875356436449
PRDM14,RNF148-rt,0.875356436449
RASGRP2,RNF148-rt,0.875356436449
SEMG1,RNF148-rt,0.875356436449
SMPDL3B,RNF148-rt,0.875356436449
SNRPN,RNF148-rt,0.875356436449
UGP2,RNF148-rt,0.875356436449
USP44,RNF148-rt,0.875356436449
VASH2,RNF148-rt,0.875356436449
ZDHHC19,RNF148-rt,0.875356436449
ZNF398,RNF148-rt,0.875356436449
ZSCAN10,RNF148-rt,0.875356436449
AASS,ADCY2-rt,0.900559831456
C12orf56,ADCY2-rt,0.900559831456
CAPN11,ADCY2-rt,0.900559831456
CHST4,ADCY2-rt,0.900559831456
CPNE9,ADCY2-rt,0.900559831456
CR2,ADCY2-rt,0.900559831456
CYP2S1,ADCY2-rt,0.900559831456
DNMT3B,ADCY2-rt,0.900559831456
DPPA4,ADCY2-rt,0.900559831456
EPHA1,ADCY2-rt,0.900559831456
ERVMER34-1,ADCY2-rt,0.900559831456
FAM124B,ADCY2-rt,0.900559831456
FAM46B,ADCY2-rt,0.900559831456
FOXD3,ADCY2-rt,0.900559831456
GLS2,ADCY2-rt,0.900559831456
HHLA2,ADCY2-rt,0.900559831456
HLA-DPB2,ADCY2-rt,0.900559831456
HTR3A,ADCY2-rt,0.900559831456
IDO1,ADCY2-rt,0.900559831456
JARID2,ADCY2-rt,0.900559831456
KCND2,ADCY2-rt,0.900559831456
LCK,ADCY2-rt,0.900559831456
LECT1,ADCY2-rt,0.900559831456
POLR3G,ADCY2-rt,0.900559831456
PPM1B,ADCY2-rt,0.900559831456
PRDM14,ADCY2-rt,0.900559831456
RASGRP2,ADCY2-rt,0.900559831456
SEMG1,ADCY2-rt,0.900559831456
SMPDL3B,ADCY2-rt,0.900559831456
SNRPN,ADCY2-rt,0.900559831456
UGP2,ADCY2-rt,0.900559831456
USP44,ADCY2-rt,0.900559831456
VASH2,ADCY2-rt,0.900559831456
ZDHHC19,ADCY2-rt,0.900559831456
ZNF398,ADCY2-rt,0.900559831456
ZSCAN10,ADCY2-rt,0.900559831456
AASS,FASTKD3-rt,0.85958618543
C12orf56,FASTKD3-rt,0.85958618543
CAPN11,FASTKD3-rt,0.85958618543
CHST4,FASTKD3-rt,0.85958618543
CPNE9,FASTKD3-rt,0.85958618543
CR2,FASTKD3-rt,0.85958618543
CYP2S1,FASTKD3-rt,0.85958618543
DNMT3B,FASTKD3-rt,0.85958618543
DPPA4,FASTKD3-rt,0.85958618543
EPHA1,FASTKD3-rt,0.85958618543
ERVMER34-1,FASTKD3-rt,0.85958618543
FAM124B,FASTKD3-rt,0.85958618543
FAM46B,FASTKD3-rt,0.85958618543
FOXD3,FASTKD3-rt,0.85958618543
GLS2,FASTKD3-rt,0.85958618543
HHLA2,FASTKD3-rt,0.85958618543
HLA-DPB2,FASTKD3-rt,0.85958618543
HTR3A,FASTKD3-rt,0.85958618543
IDO1,FASTKD3-rt,0.85958618543
JARID2,FASTKD3-rt,0.85958618543
KCND2,FASTKD3-rt,0.85958618543
LCK,FASTKD3-rt,0.85958618543
LECT1,FASTKD3-rt,0.85958618543
POLR3G,FASTKD3-rt,0.85958618543
PPM1B,FASTKD3-rt,0.85958618543
PRDM14,FASTKD3-rt,0.85958618543
RASGRP2,FASTKD3-rt,0.85958618543
SEMG1,FASTKD3-rt,0.85958618543
SMPDL3B,FASTKD3-rt,0.85958618543
SNRPN,FASTKD3-rt,0.85958618543
UGP2,FASTKD3-rt,0.85958618543
USP44,FASTKD3-rt,0.85958618543
VASH2,FASTKD3-rt,0.85958618543
ZDHHC19,FASTKD3-rt,0.85958618543
ZNF398,FASTKD3-rt,0.85958618543
ZSCAN10,FASTKD3-rt,0.85958618543
AASS,PLK1-rt,0.784360761766
C12orf56,PLK1-rt,0.784360761766
CAPN11,PLK1-rt,0.784360761766
CHST4,PLK1-rt,0.784360761766
CPNE9,PLK1-rt,0.784360761766
CR2,PLK1-rt,0.784360761766
CYP2S1,PLK1-rt,0.784360761766
DNMT3B,PLK1-rt,0.784360761766
DPPA4,PLK1-rt,0.784360761766
EPHA1,PLK1-rt,0.784360761766
